trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
502,False,"{'a': 0.4, 'e': 0.7490000000000276}",20,0,-40.578242197755976,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
503,False,"{'a': 0.4, 'e': 0.7485000000000277}",20,0,-52.977089195026586,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
504,False,"{'a': 0.4, 'e': 0.7480000000000278}",20,0,-49.904987893719955,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
505,False,"{'a': 0.4, 'e': 0.7475000000000278}",20,0,-31.865109288240536,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
506,False,"{'a': 0.4, 'e': 0.7470000000000279}",20,0,-124.24308427817927,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
507,False,"{'a': 0.4, 'e': 0.7465000000000279}",30,0,-113.9582382980142,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
508,False,"{'a': 0.4, 'e': 0.746000000000028}",25,0,-83.85402662227222,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
509,False,"{'a': 0.4, 'e': 0.745500000000028}",20,0,-54.46283708732029,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
510,False,"{'a': 0.4, 'e': 0.7450000000000281}",20,13,-2.74591619801966,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.7445000000000281}",20,0,-46.030051237256075,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
512,False,"{'a': 0.4, 'e': 0.7440000000000282}",30,0,-146.53603283181175,"{0: 21, 1: 1, 2: 3, 3: 3, 4: 2}",0
513,False,"{'a': 0.4, 'e': 0.7435000000000282}",30,0,-109.63000793649255,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
514,False,"{'a': 0.4, 'e': 0.7430000000000283}",25,0,-106.50505719888461,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
515,False,"{'a': 0.4, 'e': 0.7425000000000284}",25,6,-102.87922003132505,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 2}",1
516,False,"{'a': 0.4, 'e': 0.7420000000000284}",20,0,-59.25319015361123,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
517,False,"{'a': 0.4, 'e': 0.7415000000000285}",30,0,-71.89900762320183,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
518,False,"{'a': 0.4, 'e': 0.7410000000000285}",25,0,-103.93264460439124,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
519,False,"{'a': 0.4, 'e': 0.7405000000000286}",25,0,-109.33621294478813,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
520,False,"{'a': 0.4, 'e': 0.7400000000000286}",25,0,-200.1640443440856,"{0: 16, 1: 2, 2: 1, 3: 2, 4: 4}",0
521,False,"{'a': 0.4, 'e': 0.7395000000000287}",20,0,-158.3877857505666,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
522,False,"{'a': 0.4, 'e': 0.7390000000000287}",20,2,-67.0344573125452,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
523,False,"{'a': 0.4, 'e': 0.7385000000000288}",30,6,-94.90377954778428,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 2}",1
524,False,"{'a': 0.4, 'e': 0.7380000000000289}",20,0,-63.83441834158224,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
525,False,"{'a': 0.4, 'e': 0.7375000000000289}",20,10,-9.973404020003072,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.4, 'e': 0.737000000000029}",20,0,-15.028179598995933,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
527,False,"{'a': 0.4, 'e': 0.736500000000029}",20,2,-10.684605407248588,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
528,False,"{'a': 0.4, 'e': 0.7360000000000291}",20,5,-33.89921744646887,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
529,False,"{'a': 0.4, 'e': 0.7355000000000291}",20,13,-10.409060772740146,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.4, 'e': 0.7350000000000292}",30,0,-105.06249808977059,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
531,False,"{'a': 0.4, 'e': 0.7345000000000292}",20,10,4.977995433272721,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.4, 'e': 0.7340000000000293}",25,7,-25.17220065983427,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
533,False,"{'a': 0.4, 'e': 0.7335000000000294}",20,0,-19.939094251954636,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
534,False,"{'a': 0.4, 'e': 0.7330000000000294}",25,0,-174.3377313281664,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
535,False,"{'a': 0.4, 'e': 0.7325000000000295}",20,11,-13.052062508753496,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
536,False,"{'a': 0.4, 'e': 0.7320000000000295}",30,7,-71.29521407319942,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 1}",1
537,False,"{'a': 0.4, 'e': 0.7315000000000296}",20,0,-61.512009880231005,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",1
538,False,"{'a': 0.4, 'e': 0.7310000000000296}",25,4,-139.15412452317358,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 3}",1
539,False,"{'a': 0.4, 'e': 0.7305000000000297}",25,0,-106.26316211705611,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
540,False,"{'a': 0.4, 'e': 0.7300000000000297}",25,0,-21.26757858996833,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
541,False,"{'a': 0.4, 'e': 0.7295000000000298}",20,0,-80.76190588560111,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
542,False,"{'a': 0.4, 'e': 0.7290000000000298}",25,7,-38.38857873936811,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
543,False,"{'a': 0.4, 'e': 0.7285000000000299}",20,0,-51.68551847313464,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
544,False,"{'a': 0.4, 'e': 0.72800000000003}",25,0,-24.857020333102803,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
545,False,"{'a': 0.4, 'e': 0.72750000000003}",30,0,-127.28238177245632,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
546,False,"{'a': 0.4, 'e': 0.7270000000000301}",25,0,-103.85852240483537,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 0}",0
547,False,"{'a': 0.4, 'e': 0.7265000000000301}",25,0,-87.60284809397295,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
548,False,"{'a': 0.4, 'e': 0.7260000000000302}",20,0,-67.42943398340397,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
549,False,"{'a': 0.4, 'e': 0.7255000000000302}",20,8,-42.84169792238329,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
550,False,"{'a': 0.4, 'e': 0.7250000000000303}",20,3,-133.32267287656862,"{0: 5, 1: 2, 2: 9, 3: 0, 4: 1}",1
551,False,"{'a': 0.4, 'e': 0.7245000000000303}",25,0,-117.91702964752966,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
552,False,"{'a': 0.4, 'e': 0.7240000000000304}",25,0,-86.60832140613626,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
553,False,"{'a': 0.4, 'e': 0.7235000000000305}",25,0,-62.17248798127601,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
554,False,"{'a': 0.4, 'e': 0.7230000000000305}",20,0,-44.02769572163503,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
555,False,"{'a': 0.4, 'e': 0.7225000000000306}",20,0,-19.845805164044208,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
556,False,"{'a': 0.4, 'e': 0.7220000000000306}",20,3,-52.63214087142596,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
557,False,"{'a': 0.4, 'e': 0.7215000000000307}",20,8,-35.45835077542862,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.4, 'e': 0.7210000000000307}",20,0,-19.749786802473572,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
559,False,"{'a': 0.4, 'e': 0.7205000000000308}",35,4,-75.31663208795487,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 1}",1
560,False,"{'a': 0.4, 'e': 0.7200000000000308}",25,0,-42.4569853732861,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
561,False,"{'a': 0.4, 'e': 0.7195000000000309}",20,0,-84.50250080854953,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
562,False,"{'a': 0.4, 'e': 0.719000000000031}",20,0,-117.58763149776169,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
563,False,"{'a': 0.4, 'e': 0.718500000000031}",20,13,-10.063884452789614,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
564,False,"{'a': 0.4, 'e': 0.7180000000000311}",20,13,-30.14976758750083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
565,False,"{'a': 0.4, 'e': 0.7175000000000311}",25,13,-1.6450695991154962,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.4, 'e': 0.7170000000000312}",25,12,-1.5928222400676209,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.4, 'e': 0.7165000000000312}",30,20,-36.90135127801201,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
568,False,"{'a': 0.4, 'e': 0.7160000000000313}",30,0,-177.588301341628,"{0: 21, 1: 0, 2: 4, 3: 2, 4: 3}",0
569,False,"{'a': 0.4, 'e': 0.7155000000000313}",25,0,-49.759767464904364,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
570,False,"{'a': 0.4, 'e': 0.7150000000000314}",20,15,10.895810674487803,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.4, 'e': 0.7145000000000314}",20,0,16.817832272517418,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
572,False,"{'a': 0.4, 'e': 0.7140000000000315}",20,0,-142.64785876080947,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
573,False,"{'a': 0.4, 'e': 0.7135000000000316}",20,0,-72.81606621170553,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
574,False,"{'a': 0.4, 'e': 0.7130000000000316}",35,0,-107.34622819801646,"{0: 22, 1: 7, 2: 4, 3: 1, 4: 1}",0
575,False,"{'a': 0.4, 'e': 0.7125000000000317}",30,0,-69.74720365315208,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
576,False,"{'a': 0.4, 'e': 0.7120000000000317}",25,0,-89.52386192919413,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
577,False,"{'a': 0.4, 'e': 0.7115000000000318}",25,0,-26.589288371634957,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
578,False,"{'a': 0.4, 'e': 0.7110000000000318}",30,0,-106.97391560108126,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
579,False,"{'a': 0.4, 'e': 0.7105000000000319}",25,0,-126.44792425224615,"{0: 15, 1: 6, 2: 1, 3: 1, 4: 2}",0
580,False,"{'a': 0.4, 'e': 0.7100000000000319}",30,0,-110.04044206881073,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
581,False,"{'a': 0.4, 'e': 0.709500000000032}",25,14,6.741697219358636,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.4, 'e': 0.709000000000032}",30,0,-75.45309934829599,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
583,False,"{'a': 0.4, 'e': 0.7085000000000321}",20,6,-52.055001135687185,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
584,False,"{'a': 0.4, 'e': 0.7080000000000322}",30,16,-27.614709594787218,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
585,False,"{'a': 0.4, 'e': 0.7075000000000322}",35,19,-38.24103127847594,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
586,False,"{'a': 0.4, 'e': 0.7070000000000323}",20,0,-84.24908291288928,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
587,False,"{'a': 0.4, 'e': 0.7065000000000323}",30,19,-42.81363565329326,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
588,False,"{'a': 0.4, 'e': 0.7060000000000324}",20,0,-41.70732795527063,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
589,False,"{'a': 0.4, 'e': 0.7055000000000324}",30,0,-62.76129650307931,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
590,False,"{'a': 0.4, 'e': 0.7050000000000325}",20,1,-96.23604701586117,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 2}",1
591,False,"{'a': 0.4, 'e': 0.7045000000000325}",25,8,-79.65462280730715,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
592,False,"{'a': 0.4, 'e': 0.7040000000000326}",20,0,-63.92100923749061,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
593,False,"{'a': 0.4, 'e': 0.7035000000000327}",25,0,-6.603358755328289,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
594,False,"{'a': 0.4, 'e': 0.7030000000000327}",25,14,-22.439152753109404,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
595,False,"{'a': 0.4, 'e': 0.7025000000000328}",30,0,-96.88961971634222,"{0: 23, 1: 0, 2: 4, 3: 2, 4: 1}",0
596,False,"{'a': 0.4, 'e': 0.7020000000000328}",20,8,-47.67040409184461,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
597,False,"{'a': 0.4, 'e': 0.7015000000000329}",20,0,-126.13463519423125,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
598,False,"{'a': 0.4, 'e': 0.7010000000000329}",25,0,-23.857077814890644,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
599,False,"{'a': 0.4, 'e': 0.700500000000033}",30,0,-127.37325330291519,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
600,False,"{'a': 0.4, 'e': 0.700000000000033}",25,0,-131.07024907227472,"{0: 17, 1: 5, 2: 0, 3: 0, 4: 3}",0
601,False,"{'a': 0.4, 'e': 0.6995000000000331}",25,2,-119.24661774360986,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 3}",1
602,False,"{'a': 0.4, 'e': 0.6990000000000332}",25,0,-11.730613880488773,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",1
603,False,"{'a': 0.4, 'e': 0.6985000000000332}",25,0,-86.4879349327212,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
604,False,"{'a': 0.4, 'e': 0.6980000000000333}",20,0,-50.64809818696619,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
605,False,"{'a': 0.4, 'e': 0.6975000000000333}",25,6,-64.2418619357626,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
606,False,"{'a': 0.4, 'e': 0.6970000000000334}",25,0,-58.33861987665962,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",1
607,False,"{'a': 0.4, 'e': 0.6965000000000334}",30,15,-9.432116107220182,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
608,False,"{'a': 0.4, 'e': 0.6960000000000335}",20,0,-24.953591993265388,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
609,False,"{'a': 0.4, 'e': 0.6955000000000335}",20,11,9.308861220008007,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.4, 'e': 0.6950000000000336}",20,0,-71.16387599174358,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
611,False,"{'a': 0.4, 'e': 0.6945000000000336}",20,3,-5.485878780936169,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
612,False,"{'a': 0.4, 'e': 0.6940000000000337}",20,0,-99.35245550298374,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
613,False,"{'a': 0.4, 'e': 0.6935000000000338}",25,5,-67.77293334058531,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
614,False,"{'a': 0.4, 'e': 0.6930000000000338}",35,8,-9.611109139304887,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
615,False,"{'a': 0.4, 'e': 0.6925000000000339}",20,0,-115.82670943500891,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
616,False,"{'a': 0.4, 'e': 0.6920000000000339}",30,0,-61.10556334498164,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
617,False,"{'a': 0.4, 'e': 0.691500000000034}",30,11,-51.48172599637171,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
618,False,"{'a': 0.4, 'e': 0.691000000000034}",25,9,20.866219848545168,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.4, 'e': 0.6905000000000341}",25,11,-29.595373002250515,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
620,False,"{'a': 0.4, 'e': 0.6900000000000341}",25,0,-127.14548192676482,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
621,False,"{'a': 0.4, 'e': 0.6895000000000342}",25,0,-14.72671455684534,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
622,False,"{'a': 0.4, 'e': 0.6890000000000343}",20,0,-70.18097821707465,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
623,False,"{'a': 0.4, 'e': 0.6885000000000343}",20,0,-113.25288008221077,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
624,False,"{'a': 0.4, 'e': 0.6880000000000344}",20,0,-85.12936767962775,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
625,False,"{'a': 0.4, 'e': 0.6875000000000344}",20,10,-42.53372827839741,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
626,False,"{'a': 0.4, 'e': 0.6870000000000345}",25,6,-55.71680361249451,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
627,False,"{'a': 0.4, 'e': 0.6865000000000345}",20,12,-9.745084810272772,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
628,False,"{'a': 0.4, 'e': 0.6860000000000346}",20,6,-9.08457256970302,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
629,False,"{'a': 0.4, 'e': 0.6855000000000346}",25,0,-81.7298889817884,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
630,False,"{'a': 0.4, 'e': 0.6850000000000347}",25,5,-32.672032839742094,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
631,False,"{'a': 0.4, 'e': 0.6845000000000347}",20,5,-74.09958250284153,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 1}",1
632,False,"{'a': 0.4, 'e': 0.6840000000000348}",20,0,-26.666483253932412,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
633,False,"{'a': 0.4, 'e': 0.6835000000000349}",20,0,-89.75784597713543,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
634,False,"{'a': 0.4, 'e': 0.6830000000000349}",25,0,-98.31375224871857,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
635,False,"{'a': 0.4, 'e': 0.682500000000035}",20,0,-68.28990140837365,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
636,False,"{'a': 0.4, 'e': 0.682000000000035}",20,12,9.431022670693167,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.4, 'e': 0.6815000000000351}",25,0,-78.60295181423886,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
638,False,"{'a': 0.4, 'e': 0.6810000000000351}",30,16,-53.3678670035462,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
639,False,"{'a': 0.4, 'e': 0.6805000000000352}",30,10,-38.93120484447032,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
640,False,"{'a': 0.4, 'e': 0.6800000000000352}",30,15,0.1257772861416142,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
641,False,"{'a': 0.4, 'e': 0.6795000000000353}",25,13,-12.379832670603204,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
642,False,"{'a': 0.4, 'e': 0.6790000000000354}",25,0,-38.02342332506214,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
643,False,"{'a': 0.4, 'e': 0.6785000000000354}",20,0,-50.588222195371756,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
644,False,"{'a': 0.4, 'e': 0.6780000000000355}",20,0,-48.648518551039295,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
645,False,"{'a': 0.4, 'e': 0.6775000000000355}",30,6,-48.634421872521145,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
646,False,"{'a': 0.4, 'e': 0.6770000000000356}",30,0,-122.80459903145137,"{0: 22, 1: 3, 2: 0, 3: 3, 4: 2}",0
647,False,"{'a': 0.4, 'e': 0.6765000000000356}",25,0,-21.94627704457283,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
648,False,"{'a': 0.4, 'e': 0.6760000000000357}",25,15,18.67418931942247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.4, 'e': 0.6755000000000357}",25,7,-55.3199540453692,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
650,False,"{'a': 0.4, 'e': 0.6750000000000358}",20,8,-29.860319614687285,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
651,False,"{'a': 0.4, 'e': 0.6745000000000358}",25,0,-7.508291474445654,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
652,False,"{'a': 0.4, 'e': 0.6740000000000359}",25,0,7.618662119604597,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
653,False,"{'a': 0.4, 'e': 0.673500000000036}",20,4,-19.579463039600583,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
654,False,"{'a': 0.4, 'e': 0.673000000000036}",25,16,-7.542225079694941,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
655,False,"{'a': 0.4, 'e': 0.6725000000000361}",20,15,0.7693951295947454,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.4, 'e': 0.6720000000000361}",20,0,-108.93885741588107,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
657,False,"{'a': 0.4, 'e': 0.6715000000000362}",25,7,-67.0155410257752,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 0}",1
658,False,"{'a': 0.4, 'e': 0.6710000000000362}",20,3,-18.17362885184756,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
659,False,"{'a': 0.4, 'e': 0.6705000000000363}",25,0,-43.12500876252429,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
660,False,"{'a': 0.4, 'e': 0.6700000000000363}",25,9,-16.95594724979025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
661,False,"{'a': 0.4, 'e': 0.6695000000000364}",20,10,6.386982053859444,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.4, 'e': 0.6690000000000365}",25,0,-63.21903027467053,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
663,False,"{'a': 0.4, 'e': 0.6685000000000365}",25,4,4.312225359477634,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.4, 'e': 0.6680000000000366}",30,10,-45.03152042350861,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
665,False,"{'a': 0.4, 'e': 0.6675000000000366}",25,0,-15.200668876851292,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
666,False,"{'a': 0.4, 'e': 0.6670000000000367}",20,0,16.326932366817648,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.4, 'e': 0.6665000000000367}",20,0,-70.75821313960068,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
668,False,"{'a': 0.4, 'e': 0.6660000000000368}",20,10,16.975460597084265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.4, 'e': 0.6655000000000368}",25,0,9.63670051833244,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
670,False,"{'a': 0.4, 'e': 0.6650000000000369}",20,0,-142.70524613772056,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 3}",0
671,False,"{'a': 0.4, 'e': 0.664500000000037}",20,0,-61.579564290498574,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
672,False,"{'a': 0.4, 'e': 0.664000000000037}",20,0,-99.89187001964609,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
673,False,"{'a': 0.4, 'e': 0.6635000000000371}",25,0,-68.30254297987591,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
674,False,"{'a': 0.4, 'e': 0.6630000000000371}",20,0,-8.41340845740483,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
675,False,"{'a': 0.4, 'e': 0.6625000000000372}",20,0,-89.86105154326488,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
676,False,"{'a': 0.4, 'e': 0.6620000000000372}",20,3,-37.61151403668087,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
677,False,"{'a': 0.4, 'e': 0.6615000000000373}",20,2,-56.3744858828822,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 0}",1
678,False,"{'a': 0.4, 'e': 0.6610000000000373}",25,0,-91.33441159692671,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
679,False,"{'a': 0.4, 'e': 0.6605000000000374}",20,0,-104.79943925734938,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
680,False,"{'a': 0.4, 'e': 0.6600000000000374}",25,0,-84.66695442129875,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
681,False,"{'a': 0.4, 'e': 0.6595000000000375}",20,0,-39.94249059368957,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
682,False,"{'a': 0.4, 'e': 0.6590000000000376}",25,12,-14.666108292406191,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
683,False,"{'a': 0.4, 'e': 0.6585000000000376}",25,7,-166.9294502198317,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 4}",1
684,False,"{'a': 0.4, 'e': 0.6580000000000377}",25,11,-26.867725239480333,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
685,False,"{'a': 0.4, 'e': 0.6575000000000377}",25,0,-106.72489829766383,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
