trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 0.9995}",20,2,-57.458725093619236,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
2,False,"{'a': 0.4, 'e': 0.9990000000000001}",35,0,-79.80751730283869,"{0: 26, 1: 4, 2: 3, 3: 1, 4: 1}",0
3,False,"{'a': 0.4, 'e': 0.9985000000000002}",20,0,-129.6827020463223,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
4,False,"{'a': 0.4, 'e': 0.9980000000000002}",35,0,-153.91221785909678,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
5,False,"{'a': 0.4, 'e': 0.9975000000000003}",25,9,-62.885794073411795,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
6,False,"{'a': 0.4, 'e': 0.9970000000000003}",20,15,4.099392667513077,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.4, 'e': 0.9965000000000004}",25,0,-51.41898567179645,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
8,False,"{'a': 0.4, 'e': 0.9960000000000004}",20,0,-103.10331253172014,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
9,False,"{'a': 0.4, 'e': 0.9955000000000005}",20,8,-61.09568885936812,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
10,False,"{'a': 0.4, 'e': 0.9950000000000006}",25,0,-199.6664319451665,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
11,False,"{'a': 0.4, 'e': 0.9945000000000006}",25,0,-147.74269436855354,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
12,False,"{'a': 0.4, 'e': 0.9940000000000007}",25,0,-97.76492459410622,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
13,False,"{'a': 0.4, 'e': 0.9935000000000007}",20,0,-115.85413023278383,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
14,False,"{'a': 0.4, 'e': 0.9930000000000008}",30,0,-124.01011733460183,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
15,False,"{'a': 0.4, 'e': 0.9925000000000008}",20,4,-98.7084272881643,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
16,False,"{'a': 0.4, 'e': 0.9920000000000009}",30,0,-114.92963830854802,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
17,False,"{'a': 0.4, 'e': 0.9915000000000009}",25,0,-202.42014504785993,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
18,False,"{'a': 0.4, 'e': 0.991000000000001}",30,0,-75.24150035621115,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
19,False,"{'a': 0.4, 'e': 0.990500000000001}",20,10,-14.117326371244866,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
20,False,"{'a': 0.4, 'e': 0.9900000000000011}",25,0,-111.77673474293975,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
21,False,"{'a': 0.4, 'e': 0.9895000000000012}",35,0,-154.13153398572342,"{0: 21, 1: 4, 2: 8, 3: 0, 4: 2}",0
22,False,"{'a': 0.4, 'e': 0.9890000000000012}",20,0,-104.22725808662176,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
23,False,"{'a': 0.4, 'e': 0.9885000000000013}",30,0,-97.13057539646024,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
24,False,"{'a': 0.4, 'e': 0.9880000000000013}",20,0,-90.33634230369853,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
25,False,"{'a': 0.4, 'e': 0.9875000000000014}",30,7,-88.4245266431749,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
26,False,"{'a': 0.4, 'e': 0.9870000000000014}",20,0,-124.49605008637448,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
27,False,"{'a': 0.4, 'e': 0.9865000000000015}",20,0,-177.66586456628687,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 3}",0
28,False,"{'a': 0.4, 'e': 0.9860000000000015}",25,0,-118.57417403024647,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
29,False,"{'a': 0.4, 'e': 0.9855000000000016}",25,0,-147.5487760479423,"{0: 11, 1: 0, 2: 12, 3: 2, 4: 0}",0
30,False,"{'a': 0.4, 'e': 0.9850000000000017}",25,0,-197.84075121688372,"{0: 10, 1: 5, 2: 6, 3: 2, 4: 2}",0
31,False,"{'a': 0.4, 'e': 0.9845000000000017}",25,5,-105.2062531759488,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",1
32,False,"{'a': 0.4, 'e': 0.9840000000000018}",25,0,-130.44308533576043,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
33,False,"{'a': 0.4, 'e': 0.9835000000000018}",20,0,-143.34330780786416,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
34,False,"{'a': 0.4, 'e': 0.9830000000000019}",20,0,-97.12855339130186,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.4, 'e': 0.9825000000000019}",25,1,-192.59684372206627,"{0: 11, 1: 2, 2: 7, 3: 2, 4: 2}",1
36,False,"{'a': 0.4, 'e': 0.982000000000002}",20,0,-166.88181107824104,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
37,False,"{'a': 0.4, 'e': 0.981500000000002}",20,0,-193.95918636839943,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
38,False,"{'a': 0.4, 'e': 0.9810000000000021}",20,0,-79.85145333063706,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
39,False,"{'a': 0.4, 'e': 0.9805000000000021}",25,0,-91.17415713138183,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
40,False,"{'a': 0.4, 'e': 0.9800000000000022}",20,0,-74.80651002790268,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
41,False,"{'a': 0.4, 'e': 0.9795000000000023}",25,0,-92.05302832975418,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
42,False,"{'a': 0.4, 'e': 0.9790000000000023}",20,0,-81.08136461059152,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.4, 'e': 0.9785000000000024}",20,0,-117.62135031281085,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
44,False,"{'a': 0.4, 'e': 0.9780000000000024}",20,0,-127.99354301329947,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
45,False,"{'a': 0.4, 'e': 0.9775000000000025}",20,0,-95.54803534759408,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
46,False,"{'a': 0.4, 'e': 0.9770000000000025}",25,0,-237.39392771453322,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
47,False,"{'a': 0.4, 'e': 0.9765000000000026}",20,0,-71.78945882180767,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.4, 'e': 0.9760000000000026}",25,0,-68.07083115202036,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
49,False,"{'a': 0.4, 'e': 0.9755000000000027}",25,0,-221.1819612451271,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
50,False,"{'a': 0.4, 'e': 0.9750000000000028}",25,0,-100.99174757675894,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
51,False,"{'a': 0.4, 'e': 0.9745000000000028}",20,0,-85.99374470222686,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
52,False,"{'a': 0.4, 'e': 0.9740000000000029}",35,17,-92.53067901862279,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
53,False,"{'a': 0.4, 'e': 0.9735000000000029}",25,0,-226.06309756089325,"{0: 12, 1: 2, 2: 5, 3: 3, 4: 3}",0
54,False,"{'a': 0.4, 'e': 0.973000000000003}",20,0,-99.87378505377407,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
55,False,"{'a': 0.4, 'e': 0.972500000000003}",20,0,-104.08430189268981,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
56,False,"{'a': 0.4, 'e': 0.9720000000000031}",20,13,-30.828812976504555,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.4, 'e': 0.9715000000000031}",20,0,-104.06413070638777,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
58,False,"{'a': 0.4, 'e': 0.9710000000000032}",30,6,-99.66443756409672,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 1}",1
59,False,"{'a': 0.4, 'e': 0.9705000000000032}",30,0,-154.7159167190676,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
60,False,"{'a': 0.4, 'e': 0.9700000000000033}",25,0,-148.91898261002862,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
61,False,"{'a': 0.4, 'e': 0.9695000000000034}",30,0,-162.67389162946245,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
62,False,"{'a': 0.4, 'e': 0.9690000000000034}",25,0,-143.01263660947228,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
63,False,"{'a': 0.4, 'e': 0.9685000000000035}",30,0,-50.63648127950274,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
64,False,"{'a': 0.4, 'e': 0.9680000000000035}",25,10,-30.59880451270678,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
65,False,"{'a': 0.4, 'e': 0.9675000000000036}",20,0,-71.87670993965914,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
66,False,"{'a': 0.4, 'e': 0.9670000000000036}",35,0,-396.7733721702169,"{0: 17, 1: 2, 2: 5, 3: 4, 4: 7}",0
67,False,"{'a': 0.4, 'e': 0.9665000000000037}",20,0,-188.4221948232377,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
68,False,"{'a': 0.4, 'e': 0.9660000000000037}",20,0,-103.9686953075652,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
69,False,"{'a': 0.4, 'e': 0.9655000000000038}",20,0,-51.69794484870961,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.4, 'e': 0.9650000000000039}",25,0,-153.03545589753668,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
71,False,"{'a': 0.4, 'e': 0.9645000000000039}",25,0,-129.0459913088727,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
72,False,"{'a': 0.4, 'e': 0.964000000000004}",30,0,-170.09734097956436,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
73,False,"{'a': 0.4, 'e': 0.963500000000004}",20,0,-62.65730795235529,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
74,False,"{'a': 0.4, 'e': 0.9630000000000041}",25,0,-54.30211226536324,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
75,False,"{'a': 0.4, 'e': 0.9625000000000041}",30,22,10.795635070463726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.4, 'e': 0.9620000000000042}",25,0,-103.1020076590017,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
77,False,"{'a': 0.4, 'e': 0.9615000000000042}",25,0,-170.4320714673893,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
78,False,"{'a': 0.4, 'e': 0.9610000000000043}",25,0,-120.42740376233169,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 0}",0
79,False,"{'a': 0.4, 'e': 0.9605000000000044}",20,0,-172.0181898716482,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
80,False,"{'a': 0.4, 'e': 0.9600000000000044}",25,13,-13.08472647006726,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
81,False,"{'a': 0.4, 'e': 0.9595000000000045}",20,0,-76.78238504624083,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
82,False,"{'a': 0.4, 'e': 0.9590000000000045}",20,0,-44.12906477252846,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
83,False,"{'a': 0.4, 'e': 0.9585000000000046}",25,0,-121.0975519199549,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
84,False,"{'a': 0.4, 'e': 0.9580000000000046}",35,0,-83.97885666378738,"{0: 25, 1: 5, 2: 3, 3: 1, 4: 1}",0
85,False,"{'a': 0.4, 'e': 0.9575000000000047}",20,0,-101.1257314907011,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
86,False,"{'a': 0.4, 'e': 0.9570000000000047}",20,0,-61.064534083773715,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
87,False,"{'a': 0.4, 'e': 0.9565000000000048}",25,0,-43.015944230678855,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
88,False,"{'a': 0.4, 'e': 0.9560000000000048}",30,0,-113.8460673088291,"{0: 18, 1: 4, 2: 4, 3: 4, 4: 0}",0
89,False,"{'a': 0.4, 'e': 0.9555000000000049}",25,0,-163.689581166158,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
90,False,"{'a': 0.4, 'e': 0.955000000000005}",25,0,-88.58573436025621,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
91,False,"{'a': 0.4, 'e': 0.954500000000005}",25,0,-109.81281215703795,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
92,False,"{'a': 0.4, 'e': 0.9540000000000051}",20,0,-22.769419975089065,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
93,False,"{'a': 0.4, 'e': 0.9535000000000051}",20,0,-79.42460811853569,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
94,False,"{'a': 0.4, 'e': 0.9530000000000052}",25,0,-202.88894642886444,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
95,False,"{'a': 0.4, 'e': 0.9525000000000052}",20,0,-121.99208030233947,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
96,False,"{'a': 0.4, 'e': 0.9520000000000053}",20,0,-116.60676961822494,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
97,False,"{'a': 0.4, 'e': 0.9515000000000053}",25,6,-97.50692852755381,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
98,False,"{'a': 0.4, 'e': 0.9510000000000054}",30,0,-68.8801145479081,"{0: 23, 1: 1, 2: 3, 3: 3, 4: 0}",0
99,False,"{'a': 0.4, 'e': 0.9505000000000055}",25,0,-138.85554150140865,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
100,False,"{'a': 0.4, 'e': 0.9500000000000055}",20,0,-111.96033292368031,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
101,False,"{'a': 0.4, 'e': 0.9495000000000056}",25,0,-94.40106974251647,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
102,False,"{'a': 0.4, 'e': 0.9490000000000056}",25,6,-61.61978924766525,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
103,False,"{'a': 0.4, 'e': 0.9485000000000057}",25,0,-230.46024209035244,"{0: 11, 1: 1, 2: 8, 3: 2, 4: 3}",0
104,False,"{'a': 0.4, 'e': 0.9480000000000057}",25,0,-113.91339755425211,"{0: 14, 1: 0, 2: 9, 3: 2, 4: 0}",0
105,False,"{'a': 0.4, 'e': 0.9475000000000058}",20,0,-117.37941988381934,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
106,False,"{'a': 0.4, 'e': 0.9470000000000058}",30,0,-237.18257981778018,"{0: 13, 1: 4, 2: 9, 3: 1, 4: 3}",0
107,False,"{'a': 0.4, 'e': 0.9465000000000059}",25,0,-172.03947050149333,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
108,False,"{'a': 0.4, 'e': 0.946000000000006}",20,0,-50.99395032853117,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
109,False,"{'a': 0.4, 'e': 0.945500000000006}",20,0,-149.0842001476345,"{0: 7, 1: 4, 2: 6, 3: 2, 4: 1}",0
110,False,"{'a': 0.4, 'e': 0.9450000000000061}",20,0,-54.95268650305111,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
111,False,"{'a': 0.4, 'e': 0.9445000000000061}",25,0,-41.50938757942184,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
112,False,"{'a': 0.4, 'e': 0.9440000000000062}",30,0,-198.06294817557762,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
113,False,"{'a': 0.4, 'e': 0.9435000000000062}",20,0,-66.07433197851856,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
114,False,"{'a': 0.4, 'e': 0.9430000000000063}",20,0,-18.859284543332056,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
115,False,"{'a': 0.4, 'e': 0.9425000000000063}",25,0,-131.1217752096089,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
116,False,"{'a': 0.4, 'e': 0.9420000000000064}",25,0,-112.9742890109418,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
117,False,"{'a': 0.4, 'e': 0.9415000000000064}",20,3,-57.19062019718156,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
118,False,"{'a': 0.4, 'e': 0.9410000000000065}",20,0,-118.37293344868195,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
119,False,"{'a': 0.4, 'e': 0.9405000000000066}",25,0,-35.381715211843655,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
120,False,"{'a': 0.4, 'e': 0.9400000000000066}",25,0,-104.3518909733924,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
121,False,"{'a': 0.4, 'e': 0.9395000000000067}",20,0,-148.8913280174017,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
122,False,"{'a': 0.4, 'e': 0.9390000000000067}",20,0,-148.32347360033646,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
123,False,"{'a': 0.4, 'e': 0.9385000000000068}",20,0,-110.10501646893941,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
124,False,"{'a': 0.4, 'e': 0.9380000000000068}",25,0,-138.46754777385252,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
125,False,"{'a': 0.4, 'e': 0.9375000000000069}",20,0,-67.68163472376833,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
126,False,"{'a': 0.4, 'e': 0.9370000000000069}",25,0,-109.99339772669293,"{0: 13, 1: 2, 2: 8, 3: 2, 4: 0}",0
127,False,"{'a': 0.4, 'e': 0.936500000000007}",20,0,-97.35940076558524,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
128,False,"{'a': 0.4, 'e': 0.936000000000007}",30,0,-162.38775422474143,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
129,False,"{'a': 0.4, 'e': 0.9355000000000071}",20,0,-65.16252830202183,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
130,False,"{'a': 0.4, 'e': 0.9350000000000072}",20,0,-53.68953091208374,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
131,False,"{'a': 0.4, 'e': 0.9345000000000072}",25,0,-166.8354056478084,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
132,False,"{'a': 0.4, 'e': 0.9340000000000073}",30,0,-158.36767574866712,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
133,False,"{'a': 0.4, 'e': 0.9335000000000073}",25,0,-89.45059728243383,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
134,False,"{'a': 0.4, 'e': 0.9330000000000074}",25,0,-122.06847527888004,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
135,False,"{'a': 0.4, 'e': 0.9325000000000074}",25,15,-42.03016443053138,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
136,False,"{'a': 0.4, 'e': 0.9320000000000075}",20,0,-72.75058913730341,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
137,False,"{'a': 0.4, 'e': 0.9315000000000075}",30,0,-97.37679039501,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
138,False,"{'a': 0.4, 'e': 0.9310000000000076}",20,0,-74.09382136046136,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.4, 'e': 0.9305000000000077}",20,0,-64.19966180565838,"{0: 10, 1: 6, 2: 3, 3: 1, 4: 0}",0
140,False,"{'a': 0.4, 'e': 0.9300000000000077}",35,14,-99.68058703912658,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 1}",1
141,False,"{'a': 0.4, 'e': 0.9295000000000078}",20,0,-11.943672983711235,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
142,False,"{'a': 0.4, 'e': 0.9290000000000078}",20,0,-73.48833166328794,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
143,False,"{'a': 0.4, 'e': 0.9285000000000079}",20,8,-22.90321017436083,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.9280000000000079}",20,0,0.7789455885196378,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.4, 'e': 0.927500000000008}",25,4,-62.292562926924354,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.927000000000008}",20,0,-58.11490270560568,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
147,False,"{'a': 0.4, 'e': 0.9265000000000081}",20,0,-126.154262675963,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
148,False,"{'a': 0.4, 'e': 0.9260000000000081}",30,0,-179.812922609793,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
149,False,"{'a': 0.4, 'e': 0.9255000000000082}",20,0,-125.14962760934193,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
150,False,"{'a': 0.4, 'e': 0.9250000000000083}",25,0,-144.47701139559373,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
151,False,"{'a': 0.4, 'e': 0.9245000000000083}",25,0,-22.08691052672384,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
152,False,"{'a': 0.4, 'e': 0.9240000000000084}",20,0,-44.66752400792959,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
153,False,"{'a': 0.4, 'e': 0.9235000000000084}",30,0,-108.06568590229156,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
154,False,"{'a': 0.4, 'e': 0.9230000000000085}",20,0,-49.93499415606476,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
155,False,"{'a': 0.4, 'e': 0.9225000000000085}",20,0,-37.60004563966221,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
156,False,"{'a': 0.4, 'e': 0.9220000000000086}",30,0,-78.52884758482884,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
157,False,"{'a': 0.4, 'e': 0.9215000000000086}",25,0,-235.7237359554481,"{0: 12, 1: 1, 2: 5, 3: 4, 4: 3}",0
158,False,"{'a': 0.4, 'e': 0.9210000000000087}",20,0,-104.33724492643859,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
159,False,"{'a': 0.4, 'e': 0.9205000000000088}",30,0,-235.93099264347185,"{0: 15, 1: 4, 2: 7, 3: 0, 4: 4}",0
160,False,"{'a': 0.4, 'e': 0.9200000000000088}",20,0,-140.66374827830234,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
161,False,"{'a': 0.4, 'e': 0.9195000000000089}",25,7,-79.58116938121312,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 1}",1
162,False,"{'a': 0.4, 'e': 0.9190000000000089}",30,0,-151.4455260682801,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
163,False,"{'a': 0.4, 'e': 0.918500000000009}",20,0,-91.4933480912486,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
164,False,"{'a': 0.4, 'e': 0.918000000000009}",20,0,-133.82799717224114,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
165,False,"{'a': 0.4, 'e': 0.9175000000000091}",25,11,-28.23895274418773,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
166,False,"{'a': 0.4, 'e': 0.9170000000000091}",25,0,-193.6299422546076,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
167,False,"{'a': 0.4, 'e': 0.9165000000000092}",30,0,-170.14037739022885,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
168,False,"{'a': 0.4, 'e': 0.9160000000000093}",20,0,-48.2439948872222,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
169,False,"{'a': 0.4, 'e': 0.9155000000000093}",25,4,-4.773344720824786,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
170,False,"{'a': 0.4, 'e': 0.9150000000000094}",30,0,-137.5218421398747,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
171,False,"{'a': 0.4, 'e': 0.9145000000000094}",25,0,-112.1129233605284,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
172,False,"{'a': 0.4, 'e': 0.9140000000000095}",30,0,-136.96476929787468,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
173,False,"{'a': 0.4, 'e': 0.9135000000000095}",25,0,-96.86952451602926,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
174,False,"{'a': 0.4, 'e': 0.9130000000000096}",30,0,-90.90812075903729,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
175,False,"{'a': 0.4, 'e': 0.9125000000000096}",20,0,-94.27301095005109,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
176,False,"{'a': 0.4, 'e': 0.9120000000000097}",20,0,-78.0768289020109,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
177,False,"{'a': 0.4, 'e': 0.9115000000000097}",20,0,-47.21039108670658,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
178,False,"{'a': 0.4, 'e': 0.9110000000000098}",20,2,-31.749945480182692,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.4, 'e': 0.9105000000000099}",25,0,-130.9239104269509,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
180,False,"{'a': 0.4, 'e': 0.9100000000000099}",20,0,-141.88282526708105,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
181,False,"{'a': 0.4, 'e': 0.90950000000001}",25,0,-61.792550208163846,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
182,False,"{'a': 0.4, 'e': 0.90900000000001}",30,0,-124.1142141861294,"{0: 15, 1: 4, 2: 10, 3: 1, 4: 0}",0
183,False,"{'a': 0.4, 'e': 0.9085000000000101}",20,0,-61.269554099360036,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
184,False,"{'a': 0.4, 'e': 0.9080000000000101}",20,0,-27.473507150795985,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
